time_step,population,species_count,speciation_events,average_genetic_distance,lineage_depth,predators,prey,generation,average_fitness,food_density,speed_mean,speed_std,speed_min,speed_max,vision_mean,vision_std,vision_min,vision_max,size_mean,size_std,size_min,size_max,metabolism_mean,metabolism_std,metabolism_min,metabolism_max,reproduction_threshold_mean,reproduction_threshold_std,reproduction_threshold_min,reproduction_threshold_max,max_age_mean,max_age_std,max_age_min,max_age_max,aggression_mean,aggression_std,aggression_min,aggression_max,caution_mean,caution_std,caution_min,caution_max,stamina_mean,stamina_std,stamina_min,stamina_max
100,19,19,0,0.1646201473620294,0,5,14,1,0.0,8.166666666666667e-05,1.469892513930568,0.35556436945105835,0.516141523188206,1.9964519377203684,67.17450324356045,22.15920371670479,21.660107846099883,97.88576965559437,1.0765986091232032,0.3025502082034762,0.510712016373766,1.4842578622239122,0.7361882679181107,0.21085606440738827,0.322486296073149,1.1633820466392084,79.26982696615482,9.772472516426895,61.527066428396346,99.15638605651847,501.6842105263158,205.14745727007374,231.0,798.0,0.4767807745269318,0.2375296972640707,0.10145744219736848,0.9510522751720059,0.608617592775812,0.23226973643448623,0.17761986296062388,0.9247549168001958,1.038241008600039,0.250578505333525,0.6969416019018966,1.452068470373839
200,17,17,0,0.16231335587983575,0,5,12,1,0.0,8e-05,1.5348110857248316,0.2868027452578655,0.8941836999404593,1.9964519377203684,66.00245814773844,22.948471889430778,21.660107846099883,97.88576965559437,1.0925185915348408,0.27944156486622596,0.5327609601408378,1.4842578622239122,0.6989175575248584,0.18724498084828928,0.322486296073149,1.069674786109838,78.95002805874041,10.225385319374029,61.527066428396346,99.15638605651847,482.52941176470586,208.4757335708146,231.0,798.0,0.5005419436263122,0.23994202395189906,0.10145744219736848,0.9510522751720059,0.6156034236647241,0.24456986690369587,0.17761986296062388,0.9247549168001958,1.011998898243522,0.24927832666928432,0.6969416019018966,1.452068470373839
300,8,8,0,0.1571092482193376,0,2,6,1,0.0,8.666666666666667e-05,1.5404298641754957,0.3147226637245958,0.8941836999404593,1.9877672412874685,76.68067065798462,19.404035158830677,44.37400875054774,97.88576965559437,1.0043885946880124,0.3073198326311631,0.5327609601408378,1.4673424403797553,0.6659432973280413,0.20817094256230917,0.322486296073149,1.069674786109838,78.55231192505063,9.861815408101682,61.527066428396346,91.1286706029635,561.125,175.49176440790606,371.0,798.0,0.5229419858127791,0.22503097686352586,0.3055286464186135,0.9510522751720059,0.7132067977552397,0.1848640898344324,0.34540329971129247,0.9085107223155449,0.9380214784900172,0.23068568275034415,0.6969416019018966,1.357369343912422
400,4,4,0,0.10765762369444039,1,2,2,1,0.0,8.833333333333333e-05,1.5335920250563297,0.3975782267616135,0.8941836999404593,1.9877672412874685,87.86177610318933,10.200879747335277,75.16289904642856,97.88576965559437,1.1909930405797013,0.09002985812963303,1.113058120278304,1.3443108734166302,0.6223934221964093,0.17801438251516458,0.322486296073149,0.789844655121069,82.71103859677683,1.2265877439596882,80.58793472516496,83.47951336337626,628.6912172660466,126.4094744309389,492.0,755.0,0.36955023997959635,0.08411918763420868,0.3055286464186135,0.5142848057518437,0.6833507170026494,0.1033483781801735,0.5043847605599843,0.7447602847526199,0.914890455321193,0.26964526892556556,0.6969416019018966,1.357369343912422
500,3,3,0,0.07393803271868837,1,2,1,1,0.0,9e-05,1.7467281334282865,0.1704403876983832,1.6262085794986956,1.9877672412874685,90.3114794525391,10.711663930510428,75.16289904642856,97.88576965559437,1.1398870963007253,0.0189709508777452,1.113058120278304,1.1533015843119356,0.722362464237496,0.04771711478309953,0.6886213687957095,0.789844655121069,82.49690144384624,1.3500386823280122,80.58793472516496,83.47951336337626,674.2549563547287,114.02451354383804,513.0,755.0,0.3908907711665907,0.08725275861319977,0.32919375387396416,0.5142848057518437,0.6646351100217415,0.11331410879192244,0.5043847605599843,0.7447602847526199,0.7673974924574499,0.09963967597273811,0.6969416019018966,0.9083092735685568
