time_step,population,predators,prey,generation,average_fitness,food_density,speed_mean,speed_std,speed_min,speed_max,vision_mean,vision_std,vision_min,vision_max,size_mean,size_std,size_min,size_max,metabolism_mean,metabolism_std,metabolism_min,metabolism_max,reproduction_threshold_mean,reproduction_threshold_std,reproduction_threshold_min,reproduction_threshold_max,max_age_mean,max_age_std,max_age_min,max_age_max,aggression_mean,aggression_std,aggression_min,aggression_max,caution_mean,caution_std,caution_min,caution_max,stamina_mean,stamina_std,stamina_min,stamina_max
100,19,5,14,1,0.0,8.166666666666667e-05,1.373540006811553,0.3721169426559568,0.530432122334035,1.9777886368402902,65.31934203786408,22.517866923329628,25.393042414220375,97.74712456173481,0.882560339923424,0.2763234842451352,0.5269854473021304,1.4516522273125068,0.7012406417922791,0.24223305677926119,0.30064766849588376,1.067745297271835,82.05479162520696,13.50740087733047,61.338976967466124,99.70250370832423,572.9540246197374,170.9077420529973,233.0,800.0,0.6312819186287834,0.20638062932429663,0.1266239950568485,0.9811169314613264,0.6445443213345973,0.23280612215388485,0.22330691327066093,0.9623362032044798,0.9055697531389312,0.3006922515108068,0.5365311813517323,1.4504550970232306
